Code,Mfr,Model,Type,Horsepower,Thrust
41952,LYCOMING,IO-360-M1S,Reciprocating,200,
41953,LYCOMING,IO-720-B1BD,Reciprocating,400,
41954,LYCOMING,IO-720-C1B,Reciprocating,400,
41955,LYCOMING,IO-720-C1BD,Reciprocating,400,
41956,LYCOMING,IO-720-D1B,Reciprocating,400,
41957,LYCOMING,IO-720-D1BD,Reciprocating,400,
41958,LYCOMING,IO-720-D1C,Reciprocating,400,
41959,LYCOMING,IO-720-D1CD,Reciprocating,400,
41960,LYCOMING,TIO-541-A1A,Reciprocating,310,
41961,LYCOMING,TIO-541-E1A4,Reciprocating,380,
41962,LYCOMING,TIO-541-E1B4,Reciprocating,380,
41963,LYCOMING,TIO-541-E1C4,Reciprocating,380,
41964,LYCOMING,TIO-541-E1D4,Reciprocating,380,
41965,LYCOMING,IVO-540-A1A,Reciprocating,305,
41966,LYCOMING,TIO-540-A1A,Reciprocating,310,
41967,LYCOMING,TIO-540-A1B,Reciprocating,310,
41968,LYCOMING,TIO-540-A2A,Reciprocating,310,
41969,LYCOMING,TIO-540-A2B,Reciprocating,310,
41970,LYCOMING,TIO-540-A1C,Reciprocating,310,
41971,LYCOMING,TIO-540-A2C,Reciprocating,310,
41972,LYCOMING,TIO-540-E1A,Reciprocating,260,
41973,LYCOMING,TIO-540-H1A,Reciprocating,270,
41974,LYCOMING,TIO-540-F2BD,Reciprocating,325,
41975,LYCOMING,LTIO-540-F2BD,Reciprocating,325,
41976,LYCOMING,TIO-540-J2B,Reciprocating,350,
41977,LYCOMING,TIO-540-J2BD,Reciprocating,350,
41978,LYCOMING,TIO-540-N2BD,Reciprocating,350,
41979,LYCOMING,LTIO-540-J2B,Reciprocating,350,
41980,LYCOMING,LTIO-540-J2BD,Reciprocating,350,
41981,LYCOMING,LTIO-540-N2BD,Reciprocating,350,
41982,LYCOMING,TIO-540-R2AD,Reciprocating,350,
41983,LYCOMING,LTIO-540-R2AD,Reciprocating,350,
41984,LYCOMING,TIO-540-C1A,Reciprocating,250,
41985,LYCOMING,TIO-540-G1A,Reciprocating,250,
41986,LYCOMING,TIO-540-K1AD,Reciprocating,250,
41987,LYCOMING,LTIO-540-K1AD,Reciprocating,250,
41988,LYCOMING,TIO-540-S1AD,Reciprocating,300,
41989,LYCOMING,TIO-540-T2AD,Reciprocating,330,
41990,LYCOMING,TIO-540-U2A,Reciprocating,350,
41991,LYCOMING,LTIO-540-U2A,Reciprocating,350,
41992,LYCOMING,TIO-540-V2AD,Reciprocating,350,
41993,LYCOMING,LTIO-540-V2AD,Reciprocating,350,
41994,LYCOMING,TIO-540-W2A,Reciprocating,350,
41995,LYCOMING,LTIO-540-W2A,Reciprocating,350,
41996,LYCOMING,TIO-540-AA1AD,Reciprocating,250,
41997,LYCOMING,TIO-540-AB1AD,Reciprocating,250,
41998,LYCOMING,TIO-540-AB1BD,Reciprocating,250,
41999,LYCOMING,TIO-540-AE2A,Reciprocating,350,
42000,LYCOMING,TIO-540-AF1A,Reciprocating,270,
42001,LYCOMING,TIO-540-AF1B,Reciprocating,270,
42002,LYCOMING,TIO-540-AG1A,Reciprocating,270,
42003,LYCOMING,TIO-540-AH1A,Reciprocating,300,
42004,LYCOMING,TIO-540-AJ1A,Reciprocating,310,
42005,LYCOMING,TIO-540-AK1A,Turbo-prop,235,
42006,LYCOMING,TIO-360-A1A,Reciprocating,200,
42007,LYCOMING,TIO-360-A1B,Reciprocating,200,
42008,LYCOMING,TIO-360-A3B6,Reciprocating,200,
42009,LYCOMING,TIO-360-C1A6D,Reciprocating,207,
42010,LYCOMING,TIFO-541-B1A,Reciprocating,450,
42011,LYCOMING,TIGO-541-C1A,Reciprocating,400,
42012,LYCOMING,TIGO-541-D1A,Reciprocating,450,
42013,LYCOMING,TIGO-541-D1B,Reciprocating,450,
42014,LYCOMING,TIGO-541-E1A,Reciprocating,425,
42015,LYCOMING,TIGO-541-G1AD,Reciprocating,450,
42016,LYCOMING,TO-360-A1A6D,Reciprocating,196,
42017,LYCOMING,TO-360-C1A6D,Reciprocating,210,
42018,LYCOMING,TO-360-F1A6D,Reciprocating,210,
42019,LYCOMING,TO-360-E1A6D1,Reciprocating,180,
42020,LYCOMING,LTO-360-E1A6D,Reciprocating,180,
42021,LYCOMING,LTO-360-A1A6D,Reciprocating,196,
42022,LYCOMING,R-680E2,Reciprocating,280,
42023,LYCOMING,R-680E3,Reciprocating,300,
42024,LYCOMING,R680E3A,Reciprocating,300,
42025,LYCOMING,R680E3B,Reciprocating,300,
42026,LYCOMING,R-680E1,Reciprocating,290,
42027,LYCOMING,O-235-C1,4 Cycle,115,
42028,LYCOMING,O-235-C1B,Reciprocating,115,
42029,LYCOMING,O-235-E1,Reciprocating,115,
42030,LYCOMING,O-235-E1B,Reciprocating,115,
42031,LYCOMING,O-235-C1C,Reciprocating,115,
42032,LYCOMING,O-235-C1A,Reciprocating,100,
42033,LYCOMING,O-235-C2C,Reciprocating,115,
42034,LYCOMING,O-235-H2C,Reciprocating,115,
42035,LYCOMING,O-235-L2C,4 Cycle,118,
42036,LYCOMING,O-235-K2C,Reciprocating,118,
42037,LYCOMING,O-235-C2A,Reciprocating,115,
42038,LYCOMING,O-235-C2B,Reciprocating,115,
42039,LYCOMING,O-235-E2A,Reciprocating,115,
42040,LYCOMING,O-235-E2B,Reciprocating,115,
42041,LYCOMING,O-235-F1,Reciprocating,125,
42042,LYCOMING,O-235-F1B,Reciprocating,125,
42043,LYCOMING,O-235-G1,Reciprocating,125,
42044,LYCOMING,O-235-G1B,Reciprocating,125,
42045,LYCOMING,O-235-F2A,Reciprocating,125,
42046,LYCOMING,O-235-F2B,Reciprocating,125,
42047,LYCOMING,O-235-G2A,Reciprocating,125,
42048,LYCOMING,O-235-G2B,Reciprocating,125,
42049,LYCOMING,O-235-J2A,Reciprocating,125,
42050,LYCOMING,O-235-J2B,Reciprocating,125,
42051,LYCOMING,O-235-K2A,Reciprocating,118,
42052,LYCOMING,O-235-K2B,Reciprocating,118,
42053,LYCOMING,O-235-L2A,Reciprocating,118,
42054,LYCOMING,O-235-M1,Reciprocating,118,
42055,LYCOMING,O-235-M2C,Reciprocating,118,
42056,LYCOMING,O-235-M3C,Reciprocating,118,
42057,LYCOMING,O-235-N2A,Reciprocating,116,
42058,LYCOMING,LYCOMING,Reciprocating,116,
42059,LYCOMING,O-235-P1,Reciprocating,116,
42060,LYCOMING,O-235-P2A,Reciprocating,116,
42061,LYCOMING,O-235-P2C,Reciprocating,116,
42062,LYCOMING,O-235-P3C,Reciprocating,116,
42063,LYCOMING,O-435,Reciprocating,175,
42064,LYCOMING,O-435-B,Reciprocating,235,
42065,LYCOMING,O-435-A2,Reciprocating,225,
42066,LYCOMING,O-435-K,Reciprocating,250,
42067,LYCOMING,O-435-K1,Reciprocating,250,
42068,LYCOMING,O-435-A,Reciprocating,190,
42069,LYCOMING,O-435-C1,Reciprocating,175,
42070,LYCOMING,O-435-C,Reciprocating,175,
42071,LYCOMING,O-435-C2,Reciprocating,175,
42072,LYCOMING,GO-435,Reciprocating,210,
42073,LYCOMING,GO-435-D1,Reciprocating,260,
42074,LYCOMING,GO-435-C2,Reciprocating,260,
42075,LYCOMING,GO-435-C2A,Reciprocating,260,
42076,LYCOMING,GO-435-C2A2,Reciprocating,260,
42077,LYCOMING,GO-435-C2B,Reciprocating,260,
42078,LYCOMING,GO-435-C2B1,Reciprocating,260,
42079,LYCOMING,GO-435-C2B2,Reciprocating,260,
42080,LYCOMING,GO-435-C2C,Reciprocating,260,
42081,LYCOMING,GO-435-C2D,Reciprocating,260,
42082,LYCOMING,GO-435-C2E,Reciprocating,260,
42083,LYCOMING,O-290,Reciprocating,125,
42084,LYCOMING,O-290-A,Reciprocating,130,
42085,LYCOMING,O-290-AP,Reciprocating,130,
42086,LYCOMING,O-290-B,Reciprocating,130,
42087,LYCOMING,O-290-C,Reciprocating,130,
42088,LYCOMING,O-290-CP,Reciprocating,130,
42089,LYCOMING,O-290-D,Reciprocating,130,
42090,LYCOMING,O-290-D2,Reciprocating,140,
42091,LYCOMING,O-290-D2A,Reciprocating,140,
42092,LYCOMING,O-290-D2B,Reciprocating,140,
42093,LYCOMING,O-290-D2C,Reciprocating,140,
42094,LYCOMING,GSO-580,Reciprocating,375,
42095,LYCOMING,GSO-580-C,Reciprocating,375,
42096,LYCOMING,GSO-580-B,Reciprocating,400,
42097,LYCOMING,GSO-580-D,Reciprocating,400,
42098,LYCOMING,O-320-A1A,Reciprocating,150,
42099,LYCOMING,O-320-A1B,Reciprocating,150,
42100,LYCOMING,0-320-A2A,Reciprocating,150,
42101,LYCOMING,O-320-A2B,Reciprocating,150,
42102,LYCOMING,O-320-A2C,Reciprocating,150,
42103,LYCOMING,O-320-A2D,Reciprocating,150,
42104,LYCOMING,O-320-A3A,Reciprocating,150,
42105,LYCOMING,O-320-A3B,Reciprocating,150,
42106,LYCOMING,O-320-A3C,Reciprocating,150,
42107,LYCOMING,O-320-C1A,Reciprocating,150,
42108,LYCOMING,O-320-C1B,Reciprocating,150,
42109,LYCOMING,O-320-C2A,Reciprocating,150,
42110,LYCOMING,O-320-C2B,Reciprocating,150,
42111,LYCOMING,O-320-C2C,Reciprocating,150,
42112,LYCOMING,O-320-C3A,Reciprocating,150,
42113,LYCOMING,O-320-C3B,Reciprocating,150,
42114,LYCOMING,O-320-C3C,Reciprocating,150,
42115,LYCOMING,O-320-E1A,Reciprocating,150,
42116,LYCOMING,O-320-E1B,Reciprocating,150,
42117,LYCOMING,O-320-E1C,Reciprocating,150,
42118,LYCOMING,O-320-E1F,Reciprocating,150,
42119,LYCOMING,O-320-E1J,Reciprocating,150,
42120,LYCOMING,O-320-E2A,4 Cycle,150,
42121,LYCOMING,O-320-E2B,Reciprocating,150,
42122,LYCOMING,O-320-E2C,Reciprocating,150,
42123,LYCOMING,O-320-E2D,4 Cycle,150,
42124,LYCOMING,O-320-E2F,Reciprocating,150,
42125,LYCOMING,O-320-E2G,Reciprocating,150,
42126,LYCOMING,O-320-E2H,Reciprocating,150,
42127,LYCOMING,O-320-E3D,Reciprocating,150,
42128,LYCOMING,O-320-E3H,Reciprocating,150,
42129,LYCOMING,O-320-H1AD,Reciprocating,160,
42130,LYCOMING,O-320-H1BD,Reciprocating,160,
42131,LYCOMING,O-320-H2AD,Reciprocating,160,
42132,LYCOMING,O-320-H2BD,Reciprocating,160,
42133,LYCOMING,O-320-H3AD,Reciprocating,160,
42134,LYCOMING,O-320-H3BD,Reciprocating,160,
42135,LYCOMING,O-320-B1A,Reciprocating,160,
42136,LYCOMING,O-320-B1B,Reciprocating,160,
42137,LYCOMING,O-320-B2A,Reciprocating,160,
42138,LYCOMING,O-320-B2B,Reciprocating,160,
42139,LYCOMING,O-320-B2C,Reciprocating,160,
42140,LYCOMING,O-320-B2D,Reciprocating,160,
42141,LYCOMING,O-320-B3A,Reciprocating,160,
42142,LYCOMING,O-320-B3B,Reciprocating,160,
42143,LYCOMING,O-320-B3C,Reciprocating,160,
42144,LYCOMING,O-320-B2E,Reciprocating,160,
42145,LYCOMING,O-320-D1A,Reciprocating,160,
42146,LYCOMING,O-320-D1B,Reciprocating,160,
42147,LYCOMING,O-320-D1C,Reciprocating,160,
42148,LYCOMING,O-320-D1D,Reciprocating,160,
42149,LYCOMING,O-320-D1F,Reciprocating,160,
42150,LYCOMING,O-320-D2A,Reciprocating,160,
42151,LYCOMING,O-320-D2B,Reciprocating,160,
42152,LYCOMING,O-320-D2C,Reciprocating,160,
42153,LYCOMING,O-320-D2F,Reciprocating,160,
42154,LYCOMING,O-320-D2G,Reciprocating,160,
42155,LYCOMING,O-320-D2H,Reciprocating,160,
42156,LYCOMING,O-320-D3G,Reciprocating,160,
42157,LYCOMING,GO-480-A1A,Reciprocating,260,
42158,LYCOMING,GO-480-B,Reciprocating,260,
42159,LYCOMING,GO-480-B1A6,Reciprocating,260,
42160,LYCOMING,GO-480-B1B,Reciprocating,260,
42161,LYCOMING,GO-480-B1C,Reciprocating,260,
42162,LYCOMING,GO-480-B1D,Reciprocating,260,
42163,LYCOMING,GO-480-D1A,Reciprocating,275,
42164,LYCOMING,GO-480-E1A6,Reciprocating,260,
42165,LYCOMING,GO-480-F3B6,Reciprocating,260,
42166,LYCOMING,O235N2C,4 Cycle,120,
42167,LYCOMING,IO-540-EXP,Reciprocating,330,
42168,LYCOMING,GO-480-F6,Reciprocating,260,
42169,LYCOMING,GO-480-F1A6,Reciprocating,260,
42170,LYCOMING,GO-480-F2A6,Reciprocating,260,
42171,LYCOMING,GO-480-F2D6,Reciprocating,260,
42172,LYCOMING,GO-480-F3A6,Reciprocating,260,
42173,LYCOMING,GO-480-F4A6,Reciprocating,260,
42174,LYCOMING,GO-480-F4B6,Reciprocating,260,
42175,LYCOMING,GO-480-C1B6,Reciprocating,280,
42176,LYCOMING,GO-480-C1D6,Reciprocating,280,
42177,LYCOMING,GO-480-C2C6,Reciprocating,280,
42178,LYCOMING,GO-480-C2D6,Reciprocating,280,
42179,LYCOMING,GO-480-C2E6,Reciprocating,280,
42180,LYCOMING,GO-480-G1A6,Reciprocating,280,
42181,LYCOMING,GO-480-G1B6,Reciprocating,280,
42182,LYCOMING,GO-480-G1D6,Reciprocating,280,
42183,LYCOMING,GO-480-G1H6,Reciprocating,280,
42184,LYCOMING,GO-480-G1J6,Reciprocating,280,
42185,LYCOMING,GO-480-G2D6,Reciprocating,280,
42186,LYCOMING,GO-480-G2F6,Reciprocating,280,
42187,LYCOMING,IGO-480-A1A6,Reciprocating,280,
42188,LYCOMING,IGO-480-A1B6,Reciprocating,280,
42189,LYCOMING,GO-480-C3A6,Reciprocating,280,
42190,LYCOMING,GSO-435-B,Reciprocating,300,
42191,LYCOMING,GSO-435-B2,Reciprocating,300,
42192,LYCOMING,O-340-A1A,Reciprocating,170,
42193,LYCOMING,O-340-A2A,Reciprocating,170,
42194,LYCOMING,O-340-B1A,Reciprocating,160,
42195,LYCOMING,VO-435-A1A,Reciprocating,250,
42196,LYCOMING,VO-435-A1B,Reciprocating,250,
42197,LYCOMING,VO-435-A1C,Reciprocating,250,
42198,LYCOMING,VO-435-A1D,Reciprocating,250,
42199,LYCOMING,VO-435-A1E,Reciprocating,250,
42200,LYCOMING,VO-435-A1F,Reciprocating,250,
42201,LYCOMING,VO-435-B1A,Reciprocating,265,
42202,LYCOMING,GSO-480-A1A6,Reciprocating,340,
42203,LYCOMING,GSO-480-A1C6,Reciprocating,340,
42204,LYCOMING,GSO-480-A2A6,Reciprocating,340,
42205,LYCOMING,GSO-B1A6,Reciprocating,340,
42206,LYCOMING,GSO-480-B1B6,Reciprocating,340,
42207,LYCOMING,GSO-480-B1C6,Reciprocating,340,
42208,LYCOMING,GSO-480-B1E6,Reciprocating,340,
42209,LYCOMING,GSO-480-B1F6,Reciprocating,340,
42210,LYCOMING,GSO-480-B1G6,Reciprocating,340,
42211,LYCOMING,GSO-480-B1J6,Reciprocating,340,
42212,LYCOMING,GSO-480-B2C6,Reciprocating,340,
42213,LYCOMING,GSO-480-B2D6,Reciprocating,340,
42214,LYCOMING,GSO-480-B2G6,Reciprocating,340,
42215,LYCOMING,GSO-480-B2H6,Reciprocating,340,
42216,LYCOMING,GSO-480-B1B3,Reciprocating,340,
42217,LYCOMING,IGSO-480-A1A6,Reciprocating,340,
42218,LYCOMING,IGSO-480-A1B6,Reciprocating,340,
42219,LYCOMING,IGSO-480-A1C6,Reciprocating,340,
42220,LYCOMING,IGSO-480-A1D6,Reciprocating,340,
42221,LYCOMING,IGSO-480-A1E6,Reciprocating,340,
42222,LYCOMING,IGSO-480-A1F6,Reciprocating,340,
42223,LYCOMING,IGSO-480-A1G6,Reciprocating,340,
42224,LYCOMING,IGSO-480-A1F3,Reciprocating,340,
42225,LYCOMING,SO-580-A1A,Reciprocating,400,
42226,LYCOMING,SO-580-A1B,Reciprocating,400,
42227,LYCOMING,VSO-580-A1A,Reciprocating,400,
42228,LYCOMING,VO-540-A1A,Reciprocating,310,
42229,LYCOMING,VO-540-A2A,Reciprocating,310,
42230,LYCOMING,VO-540-B1A,Reciprocating,305,
42231,LYCOMING,VO-540-B1B,Reciprocating,305,
42232,LYCOMING,VO-540-B1B3,Reciprocating,305,
42233,LYCOMING,VO-540-B1C,Reciprocating,305,
42234,LYCOMING,VO-540-B1F,Reciprocating,305,
42235,LYCOMING,VO-540-B1H3,Reciprocating,305,
42236,LYCOMING,VO-540-B2A,Reciprocating,305,
42237,LYCOMING,VO-540-B2C,Reciprocating,305,
42238,LYCOMING,VO-540-B1D,Reciprocating,305,
42239,LYCOMING,VO-540-B1E,Reciprocating,305,
42240,LYCOMING,VO-540-B2D,Reciprocating,305,
42241,LYCOMING,VO-540-B2E,Reciprocating,305,
42242,LYCOMING,VO-540-C1A,Reciprocating,315,
42243,LYCOMING,VO-540-C1B,Reciprocating,315,
42244,LYCOMING,VO-540-C2A,Reciprocating,315,
42245,LYCOMING,VO-540-C2B,Reciprocating,315,
42246,LYCOMING,VO540-C2C,Reciprocating,315,
42247,LYCOMING,VO-540-C1C3,Reciprocating,305,
42248,LYCOMING,O-360-A1AD,Reciprocating,180,
42249,LYCOMING,O-360-A1C,Reciprocating,180,
42250,LYCOMING,O-360-A1D,Reciprocating,180,
42251,LYCOMING,O-360-A1F,Reciprocating,180,
42252,LYCOMING,O-360-A1F6,4 Cycle,180,
42253,LYCOMING,O-360-A1F6D,Reciprocating,180,
42254,LYCOMING,O-360-A1G,Reciprocating,180,
42255,LYCOMING,O-360-A1G6,Reciprocating,180,
42256,LYCOMING,O-360-A1G6D,Reciprocating,180,
42257,LYCOMING,O-360-A1H,Reciprocating,180,
42258,LYCOMING,O-360-A1LD,Reciprocating,180,
42259,LYCOMING,O-360-A1P,Reciprocating,180,
42260,LYCOMING,TIO-360-C1A,Reciprocating,200,
42261,LYCOMING,O-360-A2A,Reciprocating,180,
42262,LYCOMING,O-360-A2D,Reciprocating,180,
42263,LYCOMING,O-360-A2E,Reciprocating,180,
42264,LYCOMING,O-360-A2F,Reciprocating,180,
42265,LYCOMING,O-360-A2G,Reciprocating,180,
42266,LYCOMING,O-360-A2H,Reciprocating,180,
42267,LYCOMING,O-360-A3A,Reciprocating,180,
42268,LYCOMING,O-360-A3AD,Reciprocating,180,
42269,LYCOMING,O-360-A3D,Reciprocating,180,
42270,LYCOMING,O-360-A4A,Reciprocating,180,
42271,LYCOMING,O-360-A4AD,Reciprocating,180,
42272,LYCOMING,O-360-A4D,Turbo-jet,180,
42273,LYCOMING,O-360-A4G,Reciprocating,180,
42274,LYCOMING,O-360-A4J,Turbo-jet,180,
42275,LYCOMING,O-360-A4K,Reciprocating,180,
42276,LYCOMING,O-360-A4M,4 Cycle,180,
42277,LYCOMING,O-360-A4N,Reciprocating,180,
42278,LYCOMING,O-360-A4P,Reciprocating,180,
42279,LYCOMING,O-360-A5AD,Reciprocating,180,
42280,LYCOMING,O-360-C1A,Reciprocating,180,
42281,LYCOMING,O-360-C1C,Reciprocating,180,
42282,LYCOMING,O-360-C1E,Reciprocating,180,
42283,LYCOMING,O-360-C1F,Reciprocating,180,
42284,LYCOMING,O-360-C1G,Reciprocating,180,
42285,LYCOMING,O-360-C2A,Reciprocating,180,
42286,LYCOMING,O-360-C2B,Reciprocating,180,
42287,LYCOMING,O-360-C2C,Reciprocating,180,
42288,LYCOMING,O-360-C2E,Reciprocating,180,
42289,LYCOMING,O-360-C4P,Reciprocating,180,
42290,LYCOMING,O-360-C4F,Reciprocating,180,
42291,LYCOMING,O-360-F1A6,Reciprocating,180,
42292,LYCOMING,O-360-G1A6,Reciprocating,180,
42293,LYCOMING,LO-360-A1G6D,Reciprocating,180,
42294,LYCOMING,LO-360-A1H6,Reciprocating,180,
42295,LYCOMING,O-360-B1A,Reciprocating,168,
42296,LYCOMING,O-360-B1B,Reciprocating,168,
42297,LYCOMING,O-360-B2A,Reciprocating,168,
42298,LYCOMING,O-360-B2B,Reciprocating,168,
42299,LYCOMING,O-360-B2C,Reciprocating,168,
42300,LYCOMING,O-360-D1A,Reciprocating,168,
42301,LYCOMING,O-360-D2A,Reciprocating,168,
42302,LYCOMING,O-360-D2B,Reciprocating,168,
42303,LYCOMING,O-360-C2D,Reciprocating,180,
42304,LYCOMING,O-360-E1AD,Reciprocating,180,
42305,LYCOMING,O-360-E1A6D,Reciprocating,180,
42306,LYCOMING,O-360-E2AD,Reciprocating,180,
42307,LYCOMING,O-360-E1BD,Reciprocating,180,
42308,LYCOMING,O-360-E2BD,Reciprocating,180,
42309,LYCOMING,LO-360-E1AD,Reciprocating,180,
42310,LYCOMING,LO-360-E1A6DA,Reciprocating,180,
42311,LYCOMING,LO-360-E2AD,Reciprocating,180,
42312,LYCOMING,LO-360-E1BD,Reciprocating,180,
42313,LYCOMING,LO-360-E2BD,Reciprocating,180,
42314,LYCOMING,O-360-J2A,Reciprocating,145,
42315,LYCOMING,HO-360-A1A,Reciprocating,180,
42316,LYCOMING,HO-360-B1A,Reciprocating,180,
42317,LYCOMING,HO-360-B1B,Reciprocating,180,
42318,LYCOMING,HO-360-C1A,Reciprocating,180,
42319,LYCOMING,O-540-A1A,Reciprocating,250,
42320,LYCOMING,O-540-A1A5,Reciprocating,250,
42321,LYCOMING,O-540-A1B5,Reciprocating,250,
42322,LYCOMING,O-540-A1C5,Reciprocating,250,
42323,LYCOMING,O-540-A1D,Reciprocating,250,
42324,LYCOMING,O-540-A1D5,Reciprocating,250,
42325,LYCOMING,O-540-A2B,Reciprocating,250,
42326,LYCOMING,O-540-A3D5,Reciprocating,250,
42327,LYCOMING,O-540-A4A5,Reciprocating,250,
42328,LYCOMING,O-540-A4B5,Reciprocating,250,
42329,LYCOMING,O-540-A4C5,Reciprocating,250,
42330,LYCOMING,O-540-A4D5,Reciprocating,250,
42331,LYCOMING,O-540-D1A5,Reciprocating,250,
42332,LYCOMING,O-540-B1A5,Reciprocating,235,
42333,LYCOMING,O-540-B1B5,Reciprocating,235,
42334,LYCOMING,O-540-B1D5,Reciprocating,235,
42335,LYCOMING,O-540-B2A5,Reciprocating,235,
42336,LYCOMING,O-540-B2A5,Reciprocating,235,
42337,LYCOMING,O-540-B2B5,Reciprocating,235,
42338,LYCOMING,O-540-B2C5,Reciprocating,235,
42339,LYCOMING,O-540-B4A5,Reciprocating,235,
42340,LYCOMING,O-540-B4B5,Reciprocating,235,
42341,LYCOMING,O-540-E4A5,Reciprocating,260,
42342,LYCOMING,O-540-E4B5,Reciprocating,260,
42343,LYCOMING,O-540-E4G5,Reciprocating,260,
42344,LYCOMING,O-540-G1A5,Reciprocating,260,
42345,LYCOMING,O-540-G2A5,Reciprocating,260,
42346,LYCOMING,O-540-H1A5,Reciprocating,260,
42347,LYCOMING,O-540-H2A5,Reciprocating,260,
42348,LYCOMING,O-540-H1A5D,Reciprocating,260,
42349,LYCOMING,O-540-H2A5D,Reciprocating,260,
42350,LYCOMING,O-540-H1B5D,Reciprocating,260,
42351,LYCOMING,H2B5D,Reciprocating,260,
42352,LYCOMING,O-540-F1A5,Reciprocating,260,
42353,LYCOMING,O-540-F1B5,Reciprocating,260,
42354,LYCOMING,O-540-J1A5D,Reciprocating,235,
42355,LYCOMING,O-540-J2A5D,Reciprocating,235,
42356,LYCOMING,O-540-J1B5D,Reciprocating,235,
42357,LYCOMING,O-540-J2B5D,Reciprocating,235,
42358,LYCOMING,O-540-J3A5D,Reciprocating,235,
42359,LYCOMING,O-540-J1C5D,Reciprocating,235,
42360,LYCOMING,O-540-J2C5D,Reciprocating,235,
42361,LYCOMING,O-540-J3C5D,Reciprocating,235,
42362,LYCOMING,O-540-J1D5D,Reciprocating,235,
42363,LYCOMING,O-540-J2D5D,Reciprocating,235,
42364,LYCOMING,O-540-L3C5D,Reciprocating,235,
42365,LYCOMING,O-435-2-MI,Reciprocating,235,
42366,LYCOMING,R-680-B2,Reciprocating,240,
42367,LYCOMING,R-680-BA,Reciprocating,240,
42368,LYCOMING,R-680-2,Reciprocating,240,
42369,LYCOMING,R-680-4,Reciprocating,225,
42370,LYCOMING,R-680-B4,Reciprocating,225,
42371,LYCOMING,R-680-B4B,Reciprocating,225,
42372,LYCOMING,R-680-5,Reciprocating,260,
42373,LYCOMING,R-680-B5,Reciprocating,260,
42374,LYCOMING,R-680-6,Reciprocating,245,
42375,LYCOMING,R-680-B6,Reciprocating,245,
42376,LYCOMING,R-680-D5,Reciprocating,260,
42377,LYCOMING,R-680-D6,Reciprocating,245,
42378,LYCOMING,R-530-D1,Reciprocating,220,
42379,LYCOMING,R-530-D-2,Reciprocating,210,
42380,LYCOMING,O-145-A1,Reciprocating,50,
42381,LYCOMING,O-145-A2,Reciprocating,55,
42382,LYCOMING,O-145-B2,Reciprocating,65,
42383,LYCOMING,O-145-B3,Reciprocating,65,
42384,LYCOMING,O-145-C2,Reciprocating,75,
42385,LYCOMING,GO-145-C2,Reciprocating,75,
42386,LYCOMING,GO-145-C3,Reciprocating,75,
42387,LYCOMING,O-350,Reciprocating,150,
42388,LYCOMING,O-350-A,Reciprocating,150,
42389,LYCOMING,O-320 SERIES,Reciprocating,150,
42390,LYCOMING,TIO-540-X136,Reciprocating,350,
42391,LYCOMING,O-540-E4C5,Reciprocating,250,
42392,LYCOMING,O-235-C2,Reciprocating,115,
42393,LYCOMING,O-320-D2,Reciprocating,160,
42394,LYCOMING,IO-320-D1A,Reciprocating,160,
42395,LYCOMING,O-320-A,Reciprocating,115,
42396,LYCOMING,IO-540-E4B5,Reciprocating,260,
42397,LYCOMING,O-235-C,Reciprocating,115,
42398,LYCOMING,0320-E3D,4 Cycle,150,
42399,LYCOMING,O-360-A1H6,Reciprocating,180,
42400,LYCOMING,0-320-E2G,Reciprocating,150,
42401,LYCOMING,IO-360-M2,Reciprocating,180,
42402,LYCOMING,O-320-C2A,Reciprocating,150,
42403,LYCOMING,AEIO-580-B1A,Reciprocating,315,
42404,LYCOMING,R680-17,Reciprocating,225,
42405,LYCOMING,IO-233 SERIES,Reciprocating,115,
42406,LYCOMING,O-320-EXP,Reciprocating,160,
42407,LYCOMING,IO-390-A1B6,Reciprocating,210,
42408,LYCOMING,R680-13,Reciprocating,300,
42409,LYCOMING,AEIO-390-A1B6,Reciprocating,210,
42410,LYCOMING,O-233,Reciprocating,115,
42411,LYCOMING,O-290-G,4 Cycle,125,
42412,LYCOMING,TO-360-E1A6D,Reciprocating,180,
42413,LYCOMING,YO-233,4 Cycle,115,
42414,LYCOMING,YIO-360-M1B,Reciprocating,180,
42415,LYCOMING,IO-375-M1S,Reciprocating,205,
42416,LYCOMING,YIO-360-M1A,Reciprocating,180,
42417,LYCOMING,YIO-320 SERIE,Reciprocating,160,
42418,LYCOMING,YIO-390 SER,Reciprocating,210,
42419,LYCOMING,IO-375,Reciprocating,205,
42420,LYCOMING,YIO-390-A3B6,Reciprocating,210,
42421,LYCOMING,IO-390-A3A6,Reciprocating,210,
42422,LYCOMING,YO-360 SERIES,Reciprocating,180,
42423,LYCOMING,YO235 SERIES,4 Cycle,135,
42424,LYCOMING,YO-320 SERIES,Reciprocating,160,
42425,LYCOMING,AEIO-540-K1H5,Reciprocating,300,
42426,LYCOMING,O-450-25,Reciprocating,220,
42427,LYCOMING,YO-360-A1A,4 Cycle,180,
42430,LYCOMING,YIO-390EXP109,Reciprocating,210,
42431,LYCOMING,YIO-390EXP289,Reciprocating,210,
42498,LYCOMING,0-32-H2AD,Reciprocating,160,
42707,LYCOMING,IO-390-C SERI,Reciprocating,215,
42710,LYCOMING,IO-390-C3B6,Reciprocating,215,
42711,LYCOMING,YIO-233-B2A,4 Cycle,115,
42712,LYCOMING,IO-360A,Reciprocating,200,
42713,LYCOMING,O-540 SERIES,Reciprocating,235,
